policy_id,regime,seed,days,total_demand,completed_loads,unmet_demand,demand_fulfillment_rate,effective_output,total_tco,total_tco_report_value,pm_cost,cm_cost,downtime_cost,degradation_cost,unmet_demand_cost,pm_count,pm_component_count,pm_tire,pm_engine,pm_brake,cm_count,cm_tire,cm_engine,cm_brake,failure_count,total_downtime_hours,avg_truck_hi,avg_tire_hi,avg_engine_hi,avg_brake_hi,avg_frailty,max_frailty,availability_rate,route_r_a1_loads,route_r_a2_loads,route_r_b1_loads,route_r_b2_loads,route_r_c1_loads,route_r_c2_loads,shovel_a_loads,shovel_b_loads,shovel_c_loads,crusher_1_loads,crusher_2_loads,pm_bay_utilization,max_simultaneous_pm,standby_reserve_activations,avg_selected_route_value,avg_selected_risk_penalty,avg_selected_capacity_score,avg_selected_queue_penalty,shortfall_sensitivity,target_effective_output,effective_output_shortfall,effective_output_shortfall_cost,effective_fulfillment_rate,avg_grade_per_load,total_tco_v1,total_tco_v2,total_tco_v2_report_value,congestion_alpha,congestion_beta,congestion_cost_level,congestion_cost_per_hour,congestion_delay_hours_total,route_queue_hours_total,shovel_queue_hours_total,crusher_queue_hours_total,congestion_cost,total_tco_v3,total_tco_v3_report_value,avg_realized_cycle_time_min,avg_base_cycle_time_min,avg_realized_cycle_time_hours,avg_base_cycle_time_hours,completed_loads_per_hour,route_hhi,max_route_share,route_fallback_loads,route_rejected_loads,route_r_a1_attempts,route_r_a2_attempts,route_r_b1_attempts,route_r_b2_attempts,route_r_c1_attempts,route_r_c2_attempts,shovel_a_attempts,shovel_b_attempts,shovel_c_attempts,crusher_1_attempts,crusher_2_attempts
H4,high_stress,102,90,18900,18900,0,1.0,5254200.0,7266.137845,7266137.845,2505.5,0.0,4564.3,196.337845,0.0,849,903,368,288,247,0,0,0,0,0,3511,0.737248,0.767599,0.773821,0.765383,0.943556,1.737806,0.750685,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340,0.616435,2,0,0.648189,1.849617,52.314286,0.243593,base,5292000.0,37800.0,270.0054,0.992857,0.794286,7266.137845,7536.143245,7536143.245,1.0,2.0,base,0.5,0.0,0.0,0.0,0.0,0.0,7536.143245,7536143.245,23.43127,23.43127,0.390521,0.390521,8.75,0.174694,0.214286,0,0,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340
H4,high_stress,103,90,18900,18900,0,1.0,5254200.0,8272.00015,8272000.15,2885.0,0.0,5164.9,222.10015,0.0,893,1024,427,359,238,0,0,0,0,0,3973,0.724009,0.762954,0.762728,0.76489,0.997821,1.916314,0.742926,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340,0.713426,2,0,0.648189,1.941945,52.314286,0.243593,base,5292000.0,37800.0,270.0054,0.992857,0.794286,8272.00015,8542.00555,8542005.55,1.0,2.0,base,0.5,0.0,0.0,0.0,0.0,0.0,8542.00555,8542005.55,23.43127,23.43127,0.390521,0.390521,8.75,0.174694,0.214286,0,0,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340
H4,high_stress,104,90,18900,18900,0,1.0,5254200.0,7481.120154,7481120.154,2570.0,0.0,4707.3,203.820154,0.0,888,953,432,269,252,0,0,0,0,0,3621,0.736901,0.798206,0.763497,0.767489,0.957645,1.907839,0.74937,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340,0.63287,2,0,0.648189,1.863889,52.314286,0.243593,base,5292000.0,37800.0,270.0054,0.992857,0.794286,7481.120154,7751.125554,7751125.554,1.0,2.0,base,0.5,0.0,0.0,0.0,0.0,0.0,7751.125554,7751125.554,23.43127,23.43127,0.390521,0.390521,8.75,0.174694,0.214286,0,0,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340
H4,high_stress,105,90,18900,18900,0,1.0,5254200.0,7555.071888,7555071.888,2610.0,0.0,4741.1,203.971888,0.0,893,939,396,307,236,0,0,0,0,0,3647,0.71677,0.75263,0.748702,0.77908,1.00073,1.848704,0.748963,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340,0.637963,2,0,0.648189,1.865561,52.314286,0.243593,base,5292000.0,37800.0,270.0054,0.992857,0.794286,7555.071888,7825.077288,7825077.288,1.0,2.0,base,0.5,0.0,0.0,0.0,0.0,0.0,7825.077288,7825077.288,23.43127,23.43127,0.390521,0.390521,8.75,0.174694,0.214286,0,0,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340
H4,high_stress,106,90,18900,18900,0,1.0,5254200.0,7446.075868,7446075.868,2589.5,0.0,4657.9,198.675868,0.0,850,908,354,331,223,0,0,0,0,0,3583,0.743849,0.770403,0.773603,0.796135,0.994688,1.747836,0.749352,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340,0.633102,2,0,0.648189,1.865416,52.314286,0.243593,base,5292000.0,37800.0,270.0054,0.992857,0.794286,7446.075868,7716.081268,7716081.268,1.0,2.0,base,0.5,0.0,0.0,0.0,0.0,0.0,7716.081268,7716081.268,23.43127,23.43127,0.390521,0.390521,8.75,0.174694,0.214286,0,0,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340
H4,high_stress,107,90,18900,18900,0,1.0,5254200.0,7580.587523,7580587.523,2612.5,0.0,4761.9,206.187523,0.0,893,963,442,284,237,0,0,0,0,0,3663,0.72414,0.779037,0.765199,0.770036,0.972834,1.946739,0.748667,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340,0.641667,2,0,0.648189,1.873395,52.314286,0.243593,base,5292000.0,37800.0,270.0054,0.992857,0.794286,7580.587523,7850.592923,7850592.923,1.0,2.0,base,0.5,0.0,0.0,0.0,0.0,0.0,7850.592923,7850592.923,23.43127,23.43127,0.390521,0.390521,8.75,0.174694,0.214286,0,0,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340
H4,high_stress,108,90,18900,18900,0,1.0,5254200.0,8485.125045,8485125.045,2951.0,0.0,5304.0,230.125045,0.0,873,1072,466,336,270,0,0,0,0,0,4080,0.725722,0.775442,0.752322,0.768367,1.054453,2.116225,0.740574,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340,0.742824,2,0,0.648189,1.971352,52.314286,0.243593,base,5292000.0,37800.0,270.0054,0.992857,0.794286,8485.125045,8755.130445,8755130.445,1.0,2.0,base,0.5,0.0,0.0,0.0,0.0,0.0,8755.130445,8755130.445,23.43127,23.43127,0.390521,0.390521,8.75,0.174694,0.214286,0,0,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340
H4,high_stress,109,90,18900,18900,0,1.0,5254200.0,7101.322557,7101322.557,2439.0,0.0,4468.1,194.222557,0.0,856,905,418,257,230,0,0,0,0,0,3437,0.726075,0.77342,0.768864,0.757495,0.947255,1.608784,0.752167,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340,0.597917,2,0,0.648189,1.851133,52.314286,0.243593,base,5292000.0,37800.0,270.0054,0.992857,0.794286,7101.322557,7371.327957,7371327.957,1.0,2.0,base,0.5,0.0,0.0,0.0,0.0,0.0,7371.327957,7371327.957,23.43127,23.43127,0.390521,0.390521,8.75,0.174694,0.214286,0,0,2430,3240,2430,4050,2700,4050,5670,6480,6750,7560,11340
H4,high_stress,110,90,18900,18900,0,1.0,5254025.0,8620.613488,8620613.488,2978.5,42.9,5367.7,231.513488,0.0,816,1061,452,368,241,4,3,0,1,4,4129,0.706382,0.73133,0.743234,0.751347,1.097465,2.06887,0.738685,2429,3239,2430,4049,2704,4049,5668,6479,6753,7563,11337,0.757407,2,0,0.648208,2.008789,52.313532,0.243622,base,5292000.0,37975.0,271.255425,0.992824,0.794259,8620.613488,8891.868913,8891868.913,1.0,2.0,base,0.5,0.0,0.0,0.0,0.0,0.0,8891.868913,8891868.913,23.428797,23.428797,0.39048,0.39048,8.75,0.174677,0.214233,0,0,2430,3240,2430,4050,2704,4050,5670,6480,6754,7564,11340
H1_original,high_stress,101,90,18900,18900,0,1.0,4826360.0,5662.694507,5662694.507,1936.0,0.0,3560.7,165.994507,0.0,700,700,273,215,212,0,0,0,0,0,2739,0.473093,0.517041,0.545724,0.534867,0.94495,1.789128,0.762204,16,0,3377,2187,5940,7380,16,5564,13320,9333,9567,0.472454,2,0,0.676134,1.622679,41.621481,0.415458,base,5292000.0,465640.0,3326.06652,0.912011,0.729608,5662.694507,8988.761027,8988761.027,1.0,2.0,base,0.5,522.496595,305.991965,142.910464,73.594166,261.248298,9250.009324,9250009.324,19.858154,18.199434,0.330969,0.303324,8.75,0.296563,0.390476,12502,0,16,0,0,0,18273,611,16,0,18884,18289,611
H1_original,high_stress,102,90,18900,18900,0,1.0,4826360.0,5793.282184,5793282.184,1975.5,0.0,3647.8,169.982184,0.0,714,718,278,213,227,0,0,0,0,0,2806,0.45628,0.484359,0.53573,0.545915,0.943556,1.737806,0.761259,16,0,3399,2165,5940,7380,16,5564,13320,9355,9545,0.484259,2,0,0.676228,1.623232,41.583598,0.416092,base,5292000.0,465640.0,3326.06652,0.912011,0.729608,5793.282184,9119.348704,9119348.704,1.0,2.0,base,0.5,510.946758,296.893423,142.910464,71.142872,255.473379,9374.822083,9374822.083,19.816939,18.194885,0.330282,0.303248,8.75,0.296713,0.390476,12361,0,16,0,0,0,18086,798,16,0,18884,18102,798
H1_original,high_stress,103,90,18900,18900,0,1.0,4826430.0,6287.054364,6287054.364,2162.5,0.0,3942.9,181.654364,0.0,772,775,315,255,205,0,0,0,0,0,3033,0.466514,0.509162,0.543223,0.532777,0.997821,1.916314,0.758093,18,0,3591,1971,5940,7380,18,5562,13320,9549,9351,0.523843,2,0,0.677048,1.644957,41.207831,0.422279,base,5292000.0,465570.0,3325.56651,0.912024,0.729619,6287.054364,9612.620874,9612620.874,1.0,2.0,base,0.5,541.67056,320.948083,142.853819,77.868657,270.83528,9883.456154,9883456.154,19.875284,18.155695,0.331255,0.302595,8.75,0.298224,0.390476,12676,0,18,0,0,0,18540,342,18,0,18882,18558,342
H1_original,high_stress,104,90,18900,18900,0,1.0,4826465.0,5933.091336,5933091.336,2031.0,0.0,3729.7,172.391336,0.0,730,733,290,229,214,0,0,0,0,0,2869,0.478785,0.53349,0.548152,0.5418,0.957645,1.907839,0.76037,19,0,3468,2093,5940,7380,19,5561,13320,9427,9473,0.49537,2,0,0.676529,1.630604,41.478519,0.417838,base,5292000.0,465535.0,3325.316505,0.91203,0.729624,5933.091336,9258.407841,9258407.841,1.0,2.0,base,0.5,531.879958,313.393496,142.826268,75.660194,265.939979,9524.34782,9524347.82,19.869889,18.181381,0.331165,0.303023,8.75,0.297181,0.390476,12581,0,19,0,0,0,18406,475,19,0,18881,18425,475
H1_original,high_stress,105,90,18900,18900,0,1.0,4826290.0,6153.714421,6153714.421,2119.5,0.0,3857.1,177.114421,0.0,747,751,296,260,195,0,0,0,0,0,2967,0.466361,0.501426,0.547784,0.554139,1.00073,1.848704,0.758889,14,0,3664,1902,5940,7380,14,5566,13320,9618,9282,0.513889,2,0,0.677348,1.643513,41.122011,0.423796,base,5292000.0,465710.0,3326.56653,0.911997,0.729598,6153.714421,9480.280951,9480280.951,1.0,2.0,base,0.5,535.869257,316.395367,142.969196,76.504694,267.934629,9748.215579,9748215.579,19.840756,18.139584,0.330679,0.302326,8.75,0.298958,0.390476,12637,0,14,0,0,0,18462,424,14,0,18886,18476,424
H1_original,high_stress,106,90,18900,18900,0,1.0,4826080.0,6248.013478,6248013.478,2151.5,0.0,3916.9,179.613478,0.0,760,764,300,261,203,0,0,0,0,0,3013,0.45809,0.503884,0.542788,0.566814,0.994688,1.747836,0.758241,8,0,3508,2064,5940,7380,8,5572,13320,9456,9444,0.521991,2,0,0.676669,1.648957,41.493122,0.417747,base,5292000.0,465920.0,3328.06656,0.911958,0.729566,6248.013478,9576.080038,9576080.038,1.0,2.0,base,0.5,543.248175,321.962737,143.1583,78.127138,271.624088,9847.704126,9847704.126,19.894912,18.170314,0.331582,0.302839,8.75,0.297624,0.390476,12691,0,8,0,0,0,18554,338,8,0,18892,18562,338
H1_original,high_stress,107,90,18900,18900,0,1.0,4826290.0,5865.84135,5865841.35,2005.5,0.0,3688.1,172.24135,0.0,734,738,327,216,195,0,0,0,0,0,2837,0.462868,0.476189,0.537642,0.57123,0.972834,1.946739,0.761019,14,0,3660,1906,5940,7380,14,5566,13320,9614,9286,0.487269,2,0,0.677331,1.627821,41.086984,0.424323,base,5292000.0,465710.0,3326.56653,0.911997,0.729598,5865.84135,9192.40788,9192407.88,1.0,2.0,base,0.5,532.844786,314.090247,142.969196,75.785343,266.422393,9458.830273,9458830.273,19.831982,18.140411,0.330533,0.30234,8.75,0.298918,0.390476,12637,0,14,0,0,0,18451,435,14,0,18886,18465,435
H1_original,high_stress,108,90,18900,18900,0,1.0,4826325.0,6461.287453,6461287.453,2210.0,0.0,4063.8,187.487453,0.0,799,808,337,239,232,0,0,0,0,0,3126,0.44814,0.462366,0.566019,0.531174,1.054453,2.116225,0.75687,15,0,3433,2132,5940,7380,15,5565,13320,9388,9512,0.53912,2,0,0.676369,1.653649,41.440476,0.418373,base,5292000.0,465675.0,3326.316525,0.912004,0.729603,6461.287453,9787.603978,9787603.978,1.0,2.0,base,0.5,519.98813,304.071499,142.939567,72.977064,259.994065,10047.598042,10047598.042,19.838357,18.187601,0.330639,0.303127,8.75,0.296966,0.390476,12509,0,15,0,0,0,18263,622,15,0,18885,18278,622
H1_original,high_stress,109,90,18900,18900,0,1.0,4826360.0,5772.600769,5772600.769,1972.0,0.0,3630.9,169.700769,0.0,720,723,301,210,212,0,0,0,0,0,2793,0.450001,0.47231,0.543627,0.574521,0.947255,1.608784,0.761574,16,0,3608,1956,5940,7380,16,5564,13320,9564,9336,0.480324,2,0,0.677115,1.629727,41.261058,0.421527,base,5292000.0,465640.0,3326.06652,0.912011,0.729608,5772.600769,9098.667289,9098667.289,1.0,2.0,base,0.5,534.459234,315.32438,142.910464,76.22439,267.229617,9365.896906,9365896.906,19.848367,18.151671,0.330806,0.302528,8.75,0.298401,0.390476,12600,0,16,0,0,0,18443,441,16,0,18884,18459,441
H1_original,high_stress,110,90,18900,18900,0,1.0,4826185.0,6976.437254,6976437.254,2399.0,0.0,4378.4,199.037254,0.0,849,860,348,282,230,0,0,0,0,0,3368,0.46627,0.510082,0.539414,0.545229,1.097465,2.06887,0.753333,11,0,3459,2110,5940,7380,11,5569,13320,9410,9490,0.583333,2,0,0.676469,1.671523,41.580476,0.416295,base,5292000.0,465815.0,3327.316545,0.911978,0.729582,6976.437254,10303.753799,10303753.799,1.0,2.0,base,0.5,531.329488,312.851886,143.061293,75.416308,265.664744,10569.418542,10569418.542,19.867969,18.181208,0.331133,0.30302,8.75,0.297206,0.390476,12610,0,11,0,0,0,18422,467,11,0,18889,18433,467
H1_value_guard,high_stress,101,90,18900,18900,0,1.0,4827270.0,5724.813107,5724813.107,1959.5,0.0,3598.4,166.913107,0.0,702,706,268,219,219,0,0,0,0,0,2768,0.492651,0.525275,0.560031,0.551356,0.94495,1.789128,0.761722,21,0,5580,0,5940,7359,21,5580,13299,11541,7359,0.478472,2,0,0.68548,1.62595,36.074444,0.506017,base,5292000.0,464730.0,3319.56639,0.912183,0.729746,5724.813107,9044.379497,9044379.497,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,9331.942246,9331942.246,19.577805,17.752009,0.326297,0.295867,8.75,0.337547,0.389365,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H1_value_guard,high_stress,102,90,18900,18900,0,1.0,4827550.0,5810.002488,5810002.488,1984.0,0.0,3655.6,170.402488,0.0,717,720,277,215,228,0,0,0,0,0,2812,0.455854,0.473551,0.555373,0.535044,0.943556,1.737806,0.761167,25,0,5580,0,5940,7355,25,5580,13295,11545,7355,0.485417,2,0,0.685487,1.627644,36.076984,0.505999,base,5292000.0,464450.0,3317.56635,0.912235,0.729788,5810.002488,9127.568838,9127568.838,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,9415.131587,9415131.587,19.580119,17.754324,0.326335,0.295905,8.75,0.337383,0.389153,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H1_value_guard,high_stress,103,90,18900,18900,0,1.0,4826780.0,6287.084106,6287084.106,2160.5,0.0,3945.5,181.084106,0.0,770,775,313,253,209,0,0,0,0,0,3035,0.484294,0.540987,0.531106,0.561095,0.997821,1.916314,0.758037,14,0,5580,0,5940,7366,14,5580,13306,11534,7366,0.524537,2,0,0.685469,1.646989,36.065926,0.506113,base,5292000.0,465220.0,3323.06646,0.91209,0.729672,6287.084106,9610.150566,9610150.566,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,9897.713314,9897713.314,19.573755,17.747959,0.326229,0.295799,8.75,0.337835,0.389735,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H1_value_guard,high_stress,104,90,18900,18900,0,1.0,4827130.0,5894.611711,5894611.711,2017.5,0.0,3705.0,172.111711,0.0,726,729,285,225,219,0,0,0,0,0,2850,0.436757,0.494582,0.561482,0.522759,0.957645,1.907839,0.76063,19,0,5580,0,5940,7361,19,5580,13301,11539,7361,0.49213,2,0,0.685477,1.632555,36.07254,0.506036,base,5292000.0,464870.0,3320.56641,0.912156,0.729725,5894.611711,9215.178121,9215178.121,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,9502.74087,9502740.87,19.576647,17.750852,0.326277,0.295848,8.75,0.33763,0.389471,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H1_value_guard,high_stress,105,90,18900,18900,0,1.0,4827130.0,6224.479012,6224479.012,2145.5,0.0,3900.0,178.979012,0.0,753,760,298,263,199,0,0,0,0,0,3000,0.462103,0.496194,0.570973,0.530606,1.00073,1.848704,0.75837,19,0,5580,0,5940,7361,19,5580,13301,11539,7361,0.52037,2,0,0.685477,1.643657,36.07254,0.506036,base,5292000.0,464870.0,3320.56641,0.912156,0.729725,6224.479012,9545.045422,9545045.422,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,9832.608171,9832608.171,19.576647,17.750852,0.326277,0.295848,8.75,0.33763,0.389471,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H1_value_guard,high_stress,106,90,18900,18900,0,1.0,4827130.0,6246.795469,6246795.469,2150.5,0.0,3916.9,179.395469,0.0,760,766,303,258,205,0,0,0,0,0,3013,0.480924,0.535788,0.553779,0.555107,0.994688,1.747836,0.758241,19,0,5580,0,5940,7361,19,5580,13301,11539,7361,0.521991,2,0,0.685477,1.646133,36.074444,0.506007,base,5292000.0,464870.0,3320.56641,0.912156,0.729725,6246.795469,9567.361879,9567361.879,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,9854.924627,9854924.627,19.576647,17.750852,0.326277,0.295848,8.75,0.33763,0.389471,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H1_value_guard,high_stress,107,90,18900,18900,0,1.0,4826920.0,5885.464102,5885464.102,2012.0,0.0,3701.1,172.364102,0.0,735,740,327,217,196,0,0,0,0,0,2847,0.47495,0.494321,0.55632,0.553032,0.972834,1.946739,0.760889,16,0,5580,0,5940,7364,16,5580,13304,11536,7364,0.488889,2,0,0.685472,1.624198,36.068889,0.506077,base,5292000.0,465080.0,3322.06644,0.912116,0.729693,5885.464102,9207.530542,9207530.542,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,9495.093291,9495093.291,19.574912,17.749117,0.326249,0.295819,8.75,0.337753,0.38963,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H1_value_guard,high_stress,108,90,18900,18900,0,1.0,4826990.0,6504.201513,6504201.513,2220.5,0.0,4095.0,188.701513,0.0,812,817,349,235,233,0,0,0,0,0,3150,0.476915,0.496628,0.536463,0.551092,1.054453,2.116225,0.756667,17,0,5580,0,5940,7363,17,5580,13303,11537,7363,0.541667,2,0,0.685474,1.655122,36.070212,0.506062,base,5292000.0,465010.0,3321.56643,0.91213,0.729704,6504.201513,9825.767943,9825767.943,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,10113.330692,10113330.692,19.57549,17.749695,0.326258,0.295828,8.75,0.337712,0.389577,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H1_value_guard,high_stress,109,90,18900,18900,0,1.0,4826990.0,5769.813967,5769813.967,1969.0,0.0,3630.9,169.913967,0.0,719,722,299,209,214,0,0,0,0,0,2793,0.450198,0.474347,0.555563,0.531363,0.947255,1.608784,0.761574,17,0,5580,0,5940,7363,17,5580,13303,11537,7363,0.480324,2,0,0.685474,1.631386,36.070212,0.506062,base,5292000.0,465010.0,3321.56643,0.91213,0.729704,5769.813967,9091.380397,9091380.397,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,9378.943145,9378943.145,19.57549,17.749695,0.326258,0.295828,8.75,0.337712,0.389577,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H1_value_guard,high_stress,110,90,18900,18900,0,1.0,4826710.0,6970.86612,6970866.12,2396.5,0.0,4375.8,198.56612,0.0,849,858,340,281,237,0,0,0,0,0,3366,0.478282,0.492631,0.550646,0.564872,1.097465,2.06887,0.753352,13,0,5580,0,5940,7367,13,5580,13307,11533,7367,0.583102,2,0,0.685468,1.669925,36.064286,0.506133,base,5292000.0,465290.0,3323.56647,0.912077,0.729661,6970.86612,10294.43259,10294432.59,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,10581.995338,10581995.338,19.573176,17.747381,0.32622,0.29579,8.75,0.337876,0.389788,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_original,high_stress,101,90,18900,18900,0,1.0,4827620.0,5673.60058,5673600.58,1939.5,0.0,3567.2,166.90058,0.0,699,701,271,215,215,0,0,0,0,0,2744,0.457234,0.497513,0.539154,0.518162,0.94495,1.789128,0.762093,26,0,5580,0,5940,7354,26,5580,13294,11546,7354,0.473843,2,0,0.685489,1.673703,36.077354,0.505999,base,5292000.0,464380.0,3317.06634,0.912249,0.729799,5673.60058,8990.66692,8990666.92,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,9278.229668,9278229.668,19.580697,17.754902,0.326345,0.295915,8.75,0.337342,0.389101,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_original,high_stress,102,90,18900,18900,0,1.0,4828110.0,5761.871779,5761871.779,1964.0,0.0,3628.3,169.571779,0.0,712,714,272,210,232,0,0,0,0,0,2791,0.452778,0.490706,0.541151,0.512758,0.943556,1.737806,0.761481,33,0,5580,0,5940,7347,33,5580,13287,11553,7347,0.481481,2,0,0.6855,1.672606,36.076984,0.506042,base,5292000.0,463890.0,3313.56627,0.912341,0.729873,5761.871779,9075.438049,9075438.049,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,9363.000798,9363000.798,19.584747,17.758952,0.326412,0.295983,8.75,0.337055,0.38873,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_original,high_stress,103,90,18900,18900,0,1.0,4827060.0,6277.00331,6277003.31,2156.0,0.0,3939.0,182.00331,0.0,769,776,318,250,208,0,0,0,0,0,3030,0.450867,0.504665,0.535028,0.521188,0.997821,1.916314,0.758093,18,0,5580,0,5940,7362,18,5580,13302,11538,7362,0.523843,2,0,0.685476,1.69864,36.071429,0.506048,base,5292000.0,464940.0,3321.06642,0.912143,0.729714,6277.00331,9598.06973,9598069.73,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,9885.632478,9885632.478,19.576069,17.750274,0.326268,0.295838,8.75,0.337671,0.389524,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_original,high_stress,104,90,18900,18900,0,1.0,4827270.0,5878.894534,5878894.534,2015.0,0.0,3692.0,171.894534,0.0,721,727,286,227,214,0,0,0,0,0,2840,0.46004,0.475831,0.558316,0.53075,0.957645,1.907839,0.760722,21,0,5580,0,5940,7359,21,5580,13299,11541,7359,0.490972,2,0,0.68548,1.682193,36.074444,0.506017,base,5292000.0,464730.0,3319.56639,0.912183,0.729746,5878.894534,9198.460924,9198460.924,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,9486.023672,9486023.672,19.577805,17.752009,0.326297,0.295867,8.75,0.337547,0.389365,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_original,high_stress,105,90,18900,18900,0,1.0,4827620.0,6154.172345,6154172.345,2122.5,0.0,3853.2,178.472345,0.0,741,750,291,262,197,0,0,0,0,0,2964,0.436587,0.460604,0.528687,0.524757,1.00073,1.848704,0.758815,26,0,5580,0,5940,7354,26,5580,13294,11546,7354,0.514815,2,0,0.685489,1.69192,36.077354,0.505999,base,5292000.0,464380.0,3317.06634,0.912249,0.729799,6154.172345,9471.238685,9471238.685,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,9758.801434,9758801.434,19.580697,17.754902,0.326345,0.295915,8.75,0.337342,0.389101,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_original,high_stress,106,90,18900,18900,0,1.0,4827480.0,6234.873151,6234873.151,2147.0,0.0,3907.8,180.073151,0.0,756,763,301,260,202,0,0,0,0,0,3006,0.459613,0.494086,0.549171,0.517491,0.994688,1.747836,0.758296,24,0,5580,0,5940,7356,24,5580,13296,11544,7356,0.521296,2,0,0.685485,1.700242,36.078942,0.505963,base,5292000.0,464520.0,3318.06636,0.912222,0.729778,6234.873151,9552.939511,9552939.511,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,9840.502259,9840502.259,19.57954,17.753745,0.326326,0.295896,8.75,0.337424,0.389206,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_original,high_stress,107,90,18900,18900,0,1.0,4827340.0,5811.808166,5811808.166,1989.0,0.0,3651.7,171.108166,0.0,728,730,323,217,190,0,0,0,0,0,2809,0.463251,0.493266,0.54071,0.527787,0.972834,1.946739,0.761426,22,0,5580,0,5940,7358,22,5580,13298,11542,7358,0.482176,2,0,0.685482,1.680169,36.075238,0.50601,base,5292000.0,464660.0,3319.06638,0.912196,0.729757,5811.808166,9130.874546,9130874.546,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,9418.437295,9418437.295,19.578383,17.752588,0.326306,0.295876,8.75,0.337506,0.389312,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_original,high_stress,108,90,18900,18900,0,1.0,4827270.0,6475.403366,6475403.366,2211.5,0.0,4075.5,188.403366,0.0,801,812,348,237,227,0,0,0,0,0,3135,0.460514,0.504932,0.539271,0.496637,1.054453,2.116225,0.756778,21,0,5580,0,5940,7359,21,5580,13299,11541,7359,0.540278,2,0,0.68548,1.702024,36.074444,0.506017,base,5292000.0,464730.0,3319.56639,0.912183,0.729746,6475.403366,9794.969756,9794969.756,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,10082.532505,10082532.505,19.577805,17.752009,0.326297,0.295867,8.75,0.337547,0.389365,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
H2_original,high_stress,109,90,18900,18900,0,1.0,4827270.0,5781.442664,5781442.664,1974.5,0.0,3636.1,170.842664,0.0,720,725,303,209,213,0,0,0,0,0,2797,0.455402,0.483356,0.539166,0.516472,0.947255,1.608784,0.7615,21,0,5580,0,5940,7359,21,5580,13299,11541,7359,0.48125,2,0,0.68548,1.678695,36.074444,0.506017,base,5292000.0,464730.0,3319.56639,0.912183,0.729746,5781.442664,9101.009054,9101009.054,1.0,2.0,base,0.5,575.125497,346.322314,143.441964,85.361219,287.562749,9388.571802,9388571.802,19.577805,17.752009,0.326297,0.295867,8.75,0.337547,0.389365,12960,0,0,0,0,0,18900,0,0,0,18900,18900,0
